epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.89707,3.60493,7.22147,2.21345,0.00158,0.11437,0.0012,0.00027,3.25938,5.43551,1.94267,8.574e-05,8.574e-05,8.574e-05
2,7.98012,2.47009,4.87728,1.58771,0.57278,0.50467,0.31186,0.15211,1.69455,4.3975,1.18612,0.00018575,0.00018575,0.00018575
3,10.1838,1.82756,2.96829,1.30101,0.58475,0.84904,0.80697,0.40411,1.53144,1.90464,1.23793,0.000285676,0.000285676,0.000285676
4,12.4078,1.65684,1.97649,1.22585,0.68789,0.95133,0.78933,0.45336,1.31625,1.517,1.1385,0.000385453,0.000385453,0.000385453
5,14.5655,1.47547,1.67136,1.18307,0.73309,0.92047,0.95071,0.47278,1.5941,1.40838,1.17609,0.000485017,0.000485017,0.000485017
6,16.5768,1.47626,1.50631,1.14163,0.81977,0.94198,0.97163,0.61969,1.28101,0.99072,1.10235,0.000584301,0.000584301,0.000584301
7,18.6551,1.37642,1.13709,1.15596,0.59003,0.75714,0.76842,0.475,1.3229,1.30403,1.0895,0.000683243,0.000683243,0.000683243
8,20.5039,1.45691,1.31482,1.13577,0.91279,0.86652,0.96982,0.58885,1.32768,0.93515,1.12744,0.000781776,0.000781776,0.000781776
9,22.3883,1.39468,0.99188,1.10518,0.79875,0.91589,0.98055,0.61522,1.22557,0.92095,1.07035,0.000879838,0.000879838,0.000879838
10,24.2658,1.33957,0.90171,1.09677,0.91919,0.89524,0.98325,0.61005,1.31323,0.89942,1.12104,0.000977365,0.000977365,0.000977365
11,26.123,1.33668,0.8968,1.13498,0.91754,0.95459,0.98105,0.59697,1.3822,0.84552,1.15226,0.00107429,0.00107429,0.00107429
12,28.0802,1.36314,0.88042,1.07927,0.87252,0.77968,0.90535,0.576,1.31236,1.11121,1.10857,0.00117056,0.00117056,0.00117056
13,29.9591,1.28972,0.8483,1.08324,0.66851,0.81426,0.90071,0.56997,1.28223,1.37103,1.10807,0.0012661,0.0012661,0.0012661
14,31.8199,1.27596,1.09319,1.10222,0.66236,0.46282,0.50737,0.33563,1.4723,3.01365,1.19745,0.00136085,0.00136085,0.00136085
15,33.7296,1.28516,0.8399,1.09627,0.40657,0.47226,0.30981,0.17231,1.7076,89.6993,2.46093,0.00139881,0.00139881,0.00139881
16,35.5782,1.33301,0.97336,1.07812,0.35911,0.46282,0.26313,0.15987,1.96738,17.1291,1.56386,0.00139438,0.00139438,0.00139438
17,37.4548,1.31292,1.39112,1.09396,0.11442,0.46115,0.10917,0.06498,1.72312,19.9494,1.35585,0.00138965,0.00138965,0.00138965
18,39.3096,1.30636,0.92132,1.10878,0.82677,0.61253,0.79519,0.47852,1.3375,1.48648,1.12072,0.00138464,0.00138464,0.00138464
19,41.1552,1.29151,0.82605,1.06396,0.90573,0.6539,0.79049,0.4779,1.39503,1.42183,1.18642,0.00137933,0.00137933,0.00137933
20,43.0152,1.27163,0.82892,1.05248,0.92172,0.65635,0.7303,0.48221,1.37222,1.65005,1.17804,0.00137373,0.00137373,0.00137373
21,44.949,1.30898,0.73674,1.07352,0.82329,0.64038,0.7469,0.49525,1.39417,1.45448,1.2111,0.00136785,0.00136785,0.00136785
22,46.8811,1.24179,0.76254,1.0408,0.81281,0.69075,0.82967,0.48617,1.38789,1.09871,1.13694,0.00136168,0.00136168,0.00136168
23,48.704,1.22499,0.69156,1.04564,0.91375,0.88713,0.92852,0.61296,1.27126,0.81395,1.08896,0.00135523,0.00135523,0.00135523
24,50.6233,1.25512,0.73974,1.06926,0.82657,0.76457,0.92925,0.59096,1.25868,1.13199,1.08888,0.00134851,0.00134851,0.00134851
25,52.425,1.23939,0.73144,1.0528,0.90987,0.86404,0.95671,0.60785,1.28008,0.83116,1.09658,0.0013415,0.0013415,0.0013415
26,54.3533,1.19465,0.64076,1.05277,0.95082,0.97608,0.99392,0.62815,1.2092,0.63526,1.04572,0.00133423,0.00133423,0.00133423
27,56.2804,1.19913,0.64643,1.03595,0.96238,0.94275,0.98962,0.65097,1.19031,0.73766,1.04959,0.00132669,0.00132669,0.00132669
28,58.2183,1.2106,0.64567,1.05844,0.74868,0.85503,0.98273,0.63291,1.24502,0.98126,1.06163,0.00131888,0.00131888,0.00131888
29,60.036,1.16747,0.64735,1.00301,0.86787,0.92928,0.98712,0.65621,1.17495,0.80817,1.02436,0.00131082,0.00131082,0.00131082
30,61.9931,1.24179,0.69987,1.06059,0.74183,0.64896,0.62082,0.38735,1.52555,1.32752,1.18536,0.00130249,0.00130249,0.00130249
31,63.8241,1.24345,0.65106,1.04698,0.47883,0.62506,0.37494,0.27769,1.43468,32.7485,1.12434,0.00129391,0.00129391,0.00129391
32,65.7458,1.18629,0.61738,1.03353,0.42953,0.64728,0.3865,0.27326,1.4907,inf,1.16012,0.00128507,0.00128507,0.00128507
33,67.5503,1.1764,0.68217,1.00935,0.45435,0.67427,0.39896,0.28187,1.50857,inf,1.17285,0.00127599,0.00127599,0.00127599
34,69.3999,1.20437,0.61454,1.04378,0.60172,0.65205,0.41177,0.30053,1.31839,92.5941,1.08168,0.00126667,0.00126667,0.00126667
35,71.3971,1.15571,0.61154,0.98973,0.57942,0.70936,0.42189,0.31939,1.28303,22.4161,1.06151,0.00125711,0.00125711,0.00125711
36,73.2579,1.11843,0.60573,0.96494,0.93561,0.72047,0.79382,0.53825,1.28406,1.28745,1.07304,0.00124731,0.00124731,0.00124731
37,75.0777,1.17809,0.62531,1.02979,0.95285,0.71688,0.84104,0.55991,1.36327,1.0038,1.15439,0.00123728,0.00123728,0.00123728
38,76.9403,1.09218,0.60355,0.99538,0.91535,0.92212,0.99201,0.64827,1.18114,0.66724,1.03897,0.00122703,0.00122703,0.00122703
39,78.7922,1.13414,0.56529,1.02778,0.77389,0.88167,0.95413,0.61211,1.25496,0.93281,1.05358,0.00121656,0.00121656,0.00121656
40,80.6471,1.06929,0.58261,0.97436,0.91658,0.9412,0.98673,0.6553,1.19912,0.67155,1.05337,0.00120586,0.00120586,0.00120586
