epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,168.948,0.86363,0.43112,0.89445,0.98839,0.9928,0.99481,0.73454,0.98845,0.44156,0.95746,0.000918991,0.000918991,0.000918991
43,172.938,0.88546,0.43067,0.92387,0.98466,0.99186,0.99475,0.71761,1.04537,0.46829,0.96913,0.000897557,0.000897557,0.000897557
44,176.962,0.95854,0.46485,0.93052,0.969,0.98237,0.99372,0.69751,1.07061,0.48503,0.99108,0.00087595,0.00087595,0.00087595
45,180.898,0.94868,0.44005,0.9286,0.97822,0.99363,0.9947,0.72179,0.99526,0.47562,0.95979,0.00085419,0.00085419,0.00085419
46,184.864,0.91807,0.42642,0.9258,0.99059,0.99127,0.99484,0.71642,0.93782,0.42103,0.94983,0.0008323,0.0008323,0.0008323
47,188.81,0.88885,0.42673,0.91612,0.99652,0.9916,0.99484,0.71422,0.94904,0.45072,0.94638,0.0008103,0.0008103,0.0008103
48,192.703,0.88003,0.42563,0.92596,0.98906,1,0.99446,0.73767,0.91526,0.41992,0.94031,0.000788213,0.000788213,0.000788213
49,197.008,0.83453,0.41221,0.88638,0.98532,0.99279,0.99022,0.74299,0.94821,0.42988,0.9445,0.00076606,0.00076606,0.00076606
50,200.988,0.83179,0.41312,0.8946,0.98038,0.98993,0.99378,0.73668,0.95769,0.44334,0.94467,0.000743864,0.000743864,0.000743864
51,204.88,0.81746,0.40726,0.8977,0.99614,0.99487,0.99495,0.72533,0.96323,0.41692,0.95761,0.000721645,0.000721645,0.000721645
52,208.961,0.83121,0.42073,0.88618,0.99172,0.99472,0.99441,0.72878,0.96497,0.42223,0.95183,0.000699426,0.000699426,0.000699426
53,212.899,0.79263,0.40298,0.88279,0.98765,0.99487,0.99444,0.73298,0.96114,0.42846,0.95687,0.00067723,0.00067723,0.00067723
54,216.906,0.82088,0.40283,0.86073,0.9894,0.98932,0.99495,0.74361,0.96331,0.42733,0.95158,0.000655077,0.000655077,0.000655077
55,220.885,0.84488,0.40691,0.88853,0.99362,0.99065,0.99387,0.73004,1.02566,0.44647,0.97913,0.00063299,0.00063299,0.00063299
56,224.915,0.8013,0.39271,0.89815,0.99319,0.99868,0.99495,0.739,0.94889,0.42751,0.95819,0.00061099,0.00061099,0.00061099
57,229.113,0.81811,0.4098,0.895,0.99196,0.99911,0.99495,0.72975,0.95505,0.42592,0.95319,0.0005891,0.0005891,0.0005891
58,233.435,0.78391,0.38654,0.88546,0.89684,0.98413,0.99417,0.73534,0.93051,0.47899,0.958,0.00056734,0.00056734,0.00056734
59,237.676,0.79699,0.4002,0.88979,0.94531,0.98607,0.99448,0.74399,0.93225,0.4439,0.94577,0.000545733,0.000545733,0.000545733
60,242.037,0.77189,0.38415,0.86963,0.98845,0.98474,0.99459,0.73822,0.93144,0.42634,0.95316,0.000524299,0.000524299,0.000524299
61,246.436,0.791,0.38916,0.87293,0.97058,0.99019,0.99476,0.72232,1.02245,0.45317,0.95215,0.00050306,0.00050306,0.00050306
62,250.796,0.78335,0.38613,0.87836,0.8865,1,0.99459,0.72304,0.95555,0.47375,0.9603,0.000482037,0.000482037,0.000482037
63,255.117,0.77045,0.39686,0.87973,0.98641,0.99947,0.9948,0.72644,0.93003,0.41708,0.95398,0.00046125,0.00046125,0.00046125
64,259.386,0.74833,0.37299,0.86521,0.98678,0.99934,0.99475,0.73531,0.91016,0.41794,0.94794,0.00044072,0.00044072,0.00044072
65,263.813,0.73012,0.37021,0.86066,0.98743,0.9997,0.99475,0.73825,0.90457,0.40648,0.94549,0.000420468,0.000420468,0.000420468
66,268.073,0.71286,0.35733,0.85769,0.98078,0.99727,0.99465,0.74435,0.91761,0.42888,0.95134,0.000400513,0.000400513,0.000400513
67,272.432,0.71685,0.36712,0.85417,0.98048,0.99763,0.99429,0.74962,0.90969,0.41749,0.94884,0.000380874,0.000380874,0.000380874
68,277.012,0.7211,0.36914,0.86426,0.98698,0.99791,0.99387,0.74524,0.93479,0.41391,0.95524,0.000361572,0.000361572,0.000361572
69,281.269,0.70239,0.36158,0.85352,0.98421,0.98515,0.99474,0.74219,0.93306,0.4276,0.95425,0.000342625,0.000342625,0.000342625
70,285.574,0.68264,0.36407,0.85755,0.97967,0.98454,0.99479,0.7412,0.93324,0.44126,0.96168,0.000324053,0.000324053,0.000324053
71,289.781,0.69835,0.35783,0.86085,0.98352,1,0.99495,0.75032,0.9419,0.41532,0.95752,0.000305872,0.000305872,0.000305872
72,294.173,0.70707,0.36203,0.83244,0.97987,0.9986,0.9949,0.74719,0.92018,0.40934,0.95149,0.000288102,0.000288102,0.000288102
73,298.396,0.70089,0.35216,0.87174,0.98601,1,0.9949,0.74814,0.91808,0.40523,0.95361,0.00027076,0.00027076,0.00027076
74,302.695,0.68891,0.34729,0.85664,0.9888,0.99368,0.9949,0.75257,0.93256,0.41071,0.94955,0.000253863,0.000253863,0.000253863
75,307.029,0.66325,0.35106,0.83485,0.99116,0.99458,0.9949,0.748,0.92748,0.41015,0.94964,0.000237427,0.000237427,0.000237427
76,311.36,0.66469,0.35532,0.84588,0.98522,0.99783,0.9949,0.74943,0.92259,0.39995,0.95094,0.000221469,0.000221469,0.000221469
77,315.687,0.67422,0.34833,0.844,0.969,0.99809,0.99495,0.74793,0.93049,0.41361,0.9555,0.000206005,0.000206005,0.000206005
78,320.011,0.66252,0.3542,0.82808,0.96216,0.99762,0.99491,0.74438,0.9412,0.4363,0.95689,0.00019105,0.00019105,0.00019105
79,324.28,0.64607,0.34895,0.84936,0.9858,1,0.9949,0.75657,0.90883,0.41462,0.94511,0.000176619,0.000176619,0.000176619
80,328.669,0.65528,0.34854,0.84527,0.99393,0.99736,0.99495,0.75152,0.91364,0.40487,0.94632,0.000162725,0.000162725,0.000162725
81,333.735,0.63325,0.34189,0.84311,0.99431,0.99837,0.99495,0.75168,0.91369,0.40354,0.95167,0.000149383,0.000149383,0.000149383
82,338.229,0.6374,0.33878,0.82981,0.98735,0.99921,0.9949,0.75065,0.90504,0.40662,0.95274,0.000136605,0.000136605,0.000136605
83,342.418,0.64882,0.34121,0.83682,0.98755,1,0.9949,0.74888,0.91293,0.41826,0.95667,0.000124405,0.000124405,0.000124405
84,346.77,0.65587,0.34627,0.83441,0.98811,1,0.9949,0.74263,0.92169,0.41986,0.95777,0.000112795,0.000112795,0.000112795
85,351.089,0.6255,0.3336,0.83847,0.98818,1,0.9949,0.7509,0.9294,0.4196,0.95791,0.000101785,0.000101785,0.000101785
86,355.482,0.6593,0.33895,0.84017,0.98701,1,0.9949,0.74874,0.91821,0.42255,0.95614,9.13871e-05,9.13871e-05,9.13871e-05
87,359.831,0.64654,0.34501,0.8322,0.98695,0.99995,0.9949,0.74933,0.91746,0.41876,0.95678,8.16111e-05,8.16111e-05,8.16111e-05
88,364.202,0.61372,0.32701,0.83114,0.98514,1,0.9949,0.74922,0.91239,0.42056,0.95668,7.24667e-05,7.24667e-05,7.24667e-05
89,368.494,0.61663,0.33295,0.82398,0.98308,0.99838,0.9949,0.74423,0.9171,0.41845,0.9556,6.3963e-05,6.3963e-05,6.3963e-05
90,372.939,0.62151,0.33318,0.83077,0.97853,0.99479,0.9949,0.74604,0.91596,0.42138,0.95826,5.61083e-05,5.61083e-05,5.61083e-05
91,381.781,0.60623,0.32948,0.81887,0.98606,0.99257,0.9949,0.75575,0.91964,0.42734,0.95912,4.89104e-05,4.89104e-05,4.89104e-05
92,386.362,0.61543,0.32937,0.83009,0.98143,0.99349,0.99485,0.75579,0.90953,0.42149,0.95768,4.23765e-05,4.23765e-05,4.23765e-05
93,390.644,0.6045,0.31852,0.82797,0.98231,0.99218,0.9949,0.75715,0.90893,0.42006,0.9585,3.65129e-05,3.65129e-05,3.65129e-05
94,395.167,0.60645,0.31937,0.82564,0.98224,0.99236,0.9949,0.75183,0.91688,0.42364,0.9596,3.13254e-05,3.13254e-05,3.13254e-05
95,399.448,0.60575,0.32077,0.82876,0.99354,0.98809,0.99495,0.75353,0.92478,0.42391,0.96002,2.68192e-05,2.68192e-05,2.68192e-05
96,403.76,0.62816,0.34189,0.82852,0.99347,0.99203,0.99495,0.75613,0.91597,0.42054,0.95765,2.29987e-05,2.29987e-05,2.29987e-05
97,408.05,0.5958,0.32442,0.83493,0.98832,0.98881,0.9949,0.75644,0.90668,0.41254,0.95714,1.98677e-05,1.98677e-05,1.98677e-05
98,412.348,0.59536,0.32489,0.82027,0.9862,0.99339,0.9949,0.76154,0.90291,0.41352,0.95574,1.74293e-05,1.74293e-05,1.74293e-05
99,416.786,0.61271,0.33005,0.82052,0.99351,0.99302,0.99495,0.75481,0.90792,0.41441,0.95644,1.56858e-05,1.56858e-05,1.56858e-05
100,420.986,0.59905,0.33278,0.81627,0.99061,0.99305,0.99495,0.7584,0.90748,0.41605,0.9576,1.4639e-05,1.4639e-05,1.4639e-05
