epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.7513,2.37063,5.47659,1.63743,0.00425,0.692,0.01014,0.00188,1.73484,4.11557,1.25201,0.0004287,0.0004287,0.0004287
2,9.57611,1.8097,4.45853,1.32278,0.00387,0.92525,0.28435,0.10464,1.47539,3.73117,1.13207,0.000871666,0.000871666,0.000871666
3,13.1044,1.66333,3.94217,1.26055,0.99166,0.33333,0.51985,0.25156,1.51565,3.17343,1.16283,0.00131454,0.00131454,0.00131454
4,16.6879,1.55519,3.12723,1.232,0.72451,0.54654,0.68962,0.44371,1.41098,2.82011,1.11235,0.00142865,0.00142865,0.00142865
5,20.2678,1.43383,2.78094,1.18151,0.64954,0.8116,0.79428,0.46277,1.52017,2.04646,1.2453,0.00142838,0.00142838,0.00142838
6,23.8072,1.37065,2.50277,1.14655,0.67703,0.92958,0.92115,0.51204,1.63133,1.7742,1.24359,0.00142803,0.00142803,0.00142803
7,27.2779,1.56267,2.53361,1.21091,0.7394,0.81193,0.8485,0.48802,1.50659,2.00917,1.2219,0.0014276,0.0014276,0.0014276
8,31.5863,1.3485,2.30413,1.13451,0.79818,0.8717,0.88577,0.54071,1.37603,1.44351,1.09079,0.0014271,0.0014271,0.0014271
9,35.8153,1.31792,2.15499,1.10383,0.64426,0.95696,0.91119,0.58755,1.272,1.4125,1.0488,0.00142652,0.00142652,0.00142652
10,39.9143,1.27652,2.02827,1.09683,0.87118,0.85315,0.89027,0.57802,1.29774,1.39129,1.05409,0.00142586,0.00142586,0.00142586
11,43.986,1.21429,1.896,1.07359,0.86662,0.99824,0.9225,0.54834,1.25952,1.21777,1.0466,0.00142513,0.00142513,0.00142513
12,48.1492,1.26245,1.81321,1.07522,0.77956,0.93184,0.91491,0.54439,1.38487,1.18506,1.09261,0.00142431,0.00142431,0.00142431
13,52.303,1.26255,1.76316,1.06447,0.79978,0.91139,0.92108,0.57265,1.21871,1.14847,1.04658,0.00142342,0.00142342,0.00142342
14,56.164,1.11455,1.67374,1.01541,0.79161,1,0.92405,0.54203,1.22036,1.08263,1.03231,0.00142246,0.00142246,0.00142246
