epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.68085,1.22344,7.79331,1.11017,0.45629,0.45037,0.36043,0.2586,0.99457,4.86125,0.98827,0.00011466,0.00011466,0.00011466
2,12.5537,0.98168,3.33991,0.99475,0.76273,0.79142,0.79599,0.59717,0.8615,1.97899,0.92124,0.000232254,0.000232254,0.000232254
3,16.822,0.94028,2.29519,0.96754,0.70486,0.89635,0.9344,0.7069,0.83509,1.42825,0.91212,0.000349822,0.000349822,0.000349822
4,21.1039,0.86321,1.68594,0.94737,0.88946,0.95523,0.97282,0.73992,0.89323,1.07553,0.92047,0.000467345,0.000467345,0.000467345
5,25.357,0.84367,1.36637,0.93602,0.90773,0.93446,0.99115,0.75633,0.87556,0.90012,0.92529,0.000584805,0.000584805,0.000584805
6,29.6542,0.82523,1.23237,0.93164,0.90755,0.96904,0.995,0.78615,0.77425,0.8944,0.89236,0.000587599,0.000587599,0.000587599
7,33.8126,0.85537,1.1367,0.94211,0.93542,0.92036,0.995,0.77284,0.83065,1.05544,0.90374,0.000587423,0.000587423,0.000587423
8,38.0256,0.8103,1.08986,0.91576,0.85177,0.98068,0.995,0.74449,0.84007,0.9567,0.90712,0.000587214,0.000587214,0.000587214
9,42.1364,0.79073,0.98441,0.92318,0.96284,0.98719,0.995,0.7687,0.78781,0.82128,0.89082,0.000586974,0.000586974,0.000586974
10,46.32,0.81133,0.91036,0.92976,0.89641,0.97555,0.995,0.75727,0.83103,0.84366,0.90675,0.000586702,0.000586702,0.000586702
11,50.5146,0.76001,0.89596,0.92015,0.96726,0.98541,0.995,0.776,0.78869,0.75765,0.89242,0.000586397,0.000586397,0.000586397
12,54.9046,0.76222,0.8447,0.90869,0.96554,0.99121,0.995,0.78612,0.7807,0.76382,0.88813,0.000586061,0.000586061,0.000586061
13,59.075,0.7343,0.78248,0.90224,0.96653,0.98739,0.995,0.77382,0.79381,0.73879,0.89986,0.000585693,0.000585693,0.000585693
14,63.2717,0.74665,0.78434,0.89439,0.9587,0.99172,0.995,0.78245,0.8044,0.74018,0.89559,0.000585293,0.000585293,0.000585293
15,67.5285,0.73653,0.78239,0.8973,0.95619,0.98866,0.995,0.77334,0.80536,0.72487,0.89014,0.000584862,0.000584862,0.000584862
16,71.6764,0.71669,0.73838,0.90103,0.94932,0.99633,0.995,0.7642,0.78966,0.72493,0.89408,0.000584398,0.000584398,0.000584398
17,75.9097,0.71027,0.7194,0.88055,0.96486,0.9864,0.995,0.7944,0.78668,0.73138,0.89499,0.000583903,0.000583903,0.000583903
18,81.9636,0.71752,0.72748,0.89353,0.96427,0.99196,0.995,0.78762,0.80708,0.73411,0.90734,0.000583377,0.000583377,0.000583377
19,86.0796,0.70228,0.69522,0.89898,0.95969,0.99485,0.995,0.80773,0.78638,0.70815,0.88984,0.000582818,0.000582818,0.000582818
20,90.3996,0.72527,0.69972,0.90121,0.97826,0.99626,0.995,0.77999,0.83467,0.69953,0.89541,0.000582229,0.000582229,0.000582229
21,94.439,0.69595,0.67718,0.87576,0.96328,0.97695,0.995,0.77805,0.80491,0.68846,0.90001,0.000581608,0.000581608,0.000581608
22,98.8858,0.65346,0.65574,0.86568,0.96889,0.99127,0.995,0.80186,0.76562,0.69481,0.88773,0.000580955,0.000580955,0.000580955
23,103.1,0.67243,0.69653,0.87401,0.95956,0.97752,0.995,0.79301,0.83153,0.71814,0.908,0.000580271,0.000580271,0.000580271
24,107.407,0.61391,0.63265,0.86402,0.97304,0.99593,0.995,0.80218,0.79243,0.66861,0.8885,0.000579556,0.000579556,0.000579556
25,111.607,0.68026,0.6545,0.88487,0.97073,0.9682,0.995,0.80136,0.84704,0.73076,0.91844,0.00057881,0.00057881,0.00057881
26,115.729,0.62361,0.62853,0.86687,0.96982,0.98746,0.995,0.81619,0.78283,0.65753,0.89625,0.000578032,0.000578032,0.000578032
27,120.021,0.65045,0.65644,0.86364,0.96586,0.98624,0.995,0.77756,0.86289,0.70785,0.91765,0.000577224,0.000577224,0.000577224
28,124.123,0.64339,0.65606,0.86043,0.87389,0.99069,0.995,0.78737,0.81268,0.71327,0.88737,0.000576385,0.000576385,0.000576385
29,128.419,0.67664,0.69899,0.87611,0.96443,0.99354,0.995,0.76683,0.88863,0.708,0.927,0.000575515,0.000575515,0.000575515
30,132.582,0.62821,0.64223,0.85526,0.97315,0.99417,0.995,0.78214,0.85679,0.70854,0.93118,0.000574614,0.000574614,0.000574614
31,136.749,0.59245,0.61844,0.85123,0.96016,1,0.995,0.79251,0.80316,0.65469,0.89951,0.000573683,0.000573683,0.000573683
32,140.988,0.62599,0.63228,0.86004,0.97695,0.99937,0.995,0.78907,0.79291,0.65353,0.89297,0.000572721,0.000572721,0.000572721
33,145.223,0.59116,0.60892,0.8508,0.96688,0.99048,0.995,0.7993,0.79946,0.64714,0.89174,0.000571728,0.000571728,0.000571728
34,149.437,0.58255,0.59574,0.84034,0.97695,0.99139,0.995,0.7909,0.83097,0.646,0.90774,0.000570706,0.000570706,0.000570706
35,153.592,0.62202,0.62387,0.84904,0.95672,0.98023,0.995,0.77191,0.81895,0.67721,0.91424,0.000569653,0.000569653,0.000569653
36,157.731,0.58168,0.61019,0.84911,0.97673,0.99756,0.995,0.79087,0.8218,0.67758,0.91173,0.00056857,0.00056857,0.00056857
37,161.936,0.58218,0.60688,0.85287,0.91818,0.98428,0.995,0.78071,0.81733,0.67657,0.9072,0.000567458,0.000567458,0.000567458
38,168.24,0.58908,0.58541,0.83493,0.97384,0.98331,0.995,0.78,0.84869,0.72945,0.92509,0.000566315,0.000566315,0.000566315
39,172.401,0.53919,0.57505,0.83699,0.97811,0.98823,0.995,0.79709,0.859,0.71974,0.9226,0.000565143,0.000565143,0.000565143
40,176.545,0.55651,0.58222,0.82822,0.96655,0.98882,0.995,0.78092,0.88766,0.72991,0.93869,0.000563941,0.000563941,0.000563941
41,180.796,0.53343,0.59116,0.83435,0.97632,0.99148,0.995,0.76025,0.89179,0.73305,0.94021,0.000562709,0.000562709,0.000562709
42,185.153,0.55505,0.58381,0.83945,0.95576,0.9832,0.995,0.77984,0.83528,0.71754,0.91964,0.000561449,0.000561449,0.000561449
43,189.353,0.53002,0.54519,0.81679,0.97706,0.99255,0.995,0.76265,0.87291,0.67674,0.93617,0.000560159,0.000560159,0.000560159
44,193.538,0.51298,0.55577,0.82116,0.96616,0.99093,0.995,0.78987,0.84023,0.68167,0.92502,0.00055884,0.00055884,0.00055884
45,197.67,0.55012,0.55473,0.83685,0.96531,0.98031,0.995,0.77929,0.94577,0.80936,0.96909,0.000557493,0.000557493,0.000557493
46,201.702,0.51603,0.56233,0.82263,0.96158,0.98845,0.995,0.77045,0.88126,0.67821,0.9435,0.000556116,0.000556116,0.000556116
47,205.897,0.5505,0.55855,0.83857,0.96839,0.98361,0.995,0.77826,0.88799,0.73414,0.93815,0.000554711,0.000554711,0.000554711
48,210.011,0.54104,0.56253,0.83276,0.93436,0.99302,0.995,0.78282,0.92199,0.83024,0.95702,0.000553278,0.000553278,0.000553278
49,214.216,0.51874,0.58046,0.83798,0.94944,0.98262,0.995,0.77083,0.84637,0.71852,0.93531,0.000551816,0.000551816,0.000551816
50,218.331,0.56276,0.57756,0.84743,0.96667,0.97268,0.995,0.79705,0.80656,0.67471,0.90289,0.000550326,0.000550326,0.000550326
51,222.504,0.54473,0.56624,0.83754,0.94613,0.97031,0.995,0.74532,0.92309,0.75842,0.94477,0.000548808,0.000548808,0.000548808
52,226.683,0.52154,0.57767,0.83136,0.96868,0.95444,0.995,0.7954,0.85112,0.7427,0.92524,0.000547263,0.000547263,0.000547263
53,230.851,0.59975,0.57716,0.87002,0.96936,0.98365,0.995,0.7782,0.8593,0.72892,0.93248,0.00054569,0.00054569,0.00054569
54,237.286,0.55705,0.56955,0.82483,0.96187,0.98054,0.995,0.78561,0.88298,0.75736,0.93891,0.000544089,0.000544089,0.000544089
55,241.589,0.52958,0.55073,0.82492,0.94724,0.98008,0.995,0.76857,0.92229,0.76875,0.94677,0.000542461,0.000542461,0.000542461
56,245.79,0.50012,0.5491,0.82137,0.96132,0.96214,0.995,0.76968,0.87857,0.75242,0.93136,0.000540806,0.000540806,0.000540806
57,249.903,0.47494,0.52165,0.80889,0.96982,0.9911,0.995,0.77598,0.91116,0.73304,0.94779,0.000539124,0.000539124,0.000539124
58,253.959,0.47327,0.52619,0.81148,0.97225,0.99583,0.995,0.7602,0.93256,0.75467,0.96331,0.000537416,0.000537416,0.000537416
59,258.158,0.47918,0.51664,0.81558,0.96672,0.99834,0.99499,0.78656,0.86466,0.75625,0.92925,0.000535681,0.000535681,0.000535681
60,262.411,0.48558,0.51471,0.82143,0.97475,0.99191,0.995,0.78603,0.83051,0.66365,0.91401,0.000533919,0.000533919,0.000533919
61,266.648,0.47951,0.49531,0.80786,0.96133,0.98867,0.995,0.77521,0.86491,0.67263,0.93803,0.000532132,0.000532132,0.000532132
62,270.919,0.48088,0.50048,0.81537,0.97742,0.97436,0.995,0.77366,0.9207,0.74349,0.95597,0.000530318,0.000530318,0.000530318
63,275.093,0.45946,0.50028,0.80089,0.97711,0.97829,0.99499,0.78355,0.89305,0.73454,0.94754,0.000528479,0.000528479,0.000528479
64,279.25,0.50493,0.5094,0.82007,0.97608,0.98581,0.995,0.78167,0.9208,0.70619,0.95846,0.000526614,0.000526614,0.000526614
65,283.453,0.42856,0.47002,0.80725,0.97196,0.98815,0.995,0.78083,0.84822,0.67255,0.93165,0.000524724,0.000524724,0.000524724
66,287.584,0.42805,0.47418,0.79299,0.97202,0.98581,0.995,0.76512,0.93116,0.73411,0.95692,0.000522809,0.000522809,0.000522809
67,291.777,0.41004,0.47145,0.80347,0.98134,0.97532,0.995,0.79222,0.87972,0.64795,0.95085,0.000520868,0.000520868,0.000520868
68,295.884,0.43834,0.47634,0.81067,0.976,0.98399,0.995,0.79377,0.87622,0.67153,0.95209,0.000518903,0.000518903,0.000518903
69,300.048,0.39238,0.44893,0.78924,0.98264,0.98226,0.995,0.77423,0.8829,0.67164,0.95746,0.000516914,0.000516914,0.000516914
70,304.193,0.38292,0.44883,0.80139,0.98502,0.98445,0.995,0.77918,0.86285,0.68804,0.9423,0.0005149,0.0005149,0.0005149
71,308.261,0.38726,0.45279,0.79032,0.98578,0.99047,0.995,0.78451,0.90083,0.68368,0.94423,0.000512862,0.000512862,0.000512862
72,312.485,0.38356,0.44535,0.78229,0.98511,0.99291,0.995,0.79285,0.87674,0.67463,0.94016,0.0005108,0.0005108,0.0005108
73,316.596,0.37689,0.44625,0.78986,0.96858,0.99315,0.995,0.7993,0.86074,0.66395,0.93682,0.000508715,0.000508715,0.000508715
74,320.711,0.40157,0.45536,0.7895,0.96974,0.98817,0.995,0.79211,0.90346,0.68261,0.96399,0.000506607,0.000506607,0.000506607
75,324.834,0.3822,0.44577,0.79124,0.97531,0.98987,0.995,0.81851,0.83452,0.6753,0.93863,0.000504475,0.000504475,0.000504475
76,328.981,0.36558,0.43025,0.78054,0.9797,0.98837,0.995,0.79236,0.89924,0.68963,0.96199,0.00050232,0.00050232,0.00050232
77,333.09,0.35733,0.43039,0.78773,0.98444,0.99059,0.995,0.79464,0.90569,0.67344,0.96704,0.000500143,0.000500143,0.000500143
78,337.319,0.35486,0.42394,0.7889,0.976,0.99143,0.995,0.79189,0.90507,0.66306,0.97346,0.000497943,0.000497943,0.000497943
