epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.6579,1.19251,20.9924,1.03374,0.22054,0.39176,0.28891,0.19707,0.93029,8.70807,0.95585,0.0001764,0.0001764,0.0001764
2,9.94678,0.89005,10.4881,0.91066,0.64303,0.61128,0.69224,0.53483,0.82316,3.0312,0.91707,0.000358658,0.000358658,0.000358658
3,13.9677,0.86942,6.96356,0.90322,0.58631,0.66463,0.69782,0.54649,0.79051,1.32554,0.91211,0.000540828,0.000540828,0.000540828
4,17.8122,0.83389,4.85926,0.88119,0.61869,0.84833,0.8718,0.67467,0.8144,1.11964,0.92494,0.000587677,0.000587677,0.000587677
5,21.9468,0.72578,3.35069,0.85297,0.76396,0.95605,0.91636,0.72468,0.81392,0.93041,0.90513,0.000587426,0.000587426,0.000587426
6,26.1975,0.79188,2.49252,0.87436,0.87165,0.83319,0.85856,0.68065,0.84868,0.72851,0.90921,0.000587103,0.000587103,0.000587103
7,30.0488,0.75428,1.90544,0.85929,0.8332,0.80431,0.92499,0.72588,0.79348,0.5651,0.90462,0.000586708,0.000586708,0.000586708
8,34.064,0.73751,1.45392,0.84768,0.86973,0.94138,0.98705,0.80252,0.82219,0.51043,0.91032,0.000586242,0.000586242,0.000586242
9,37.901,0.73093,1.16221,0.85679,0.93359,0.90637,0.995,0.8009,0.80637,0.46755,0.89661,0.000585705,0.000585705,0.000585705
10,41.6583,0.69799,1.00144,0.845,0.92509,0.92405,0.995,0.77633,0.76083,0.78964,0.88807,0.000585096,0.000585096,0.000585096
11,45.4145,0.71121,0.87735,0.83781,0.86398,0.97795,0.995,0.80491,0.76859,0.46174,0.8897,0.000584417,0.000584417,0.000584417
12,49.4033,0.74312,0.81866,0.85053,0.85418,0.98112,0.99115,0.7851,0.84371,0.47959,0.91098,0.000583666,0.000583666,0.000583666
13,53.1297,0.71541,0.65097,0.8401,0.95483,0.89028,0.98859,0.79117,0.75817,0.43556,0.88903,0.000582845,0.000582845,0.000582845
14,56.8463,0.67752,0.6151,0.84436,0.97109,0.98102,0.995,0.78627,0.79682,0.40719,0.89791,0.000581953,0.000581953,0.000581953
15,60.6494,0.70154,0.57967,0.84986,0.84799,0.9972,0.995,0.78222,0.78438,0.42067,0.88962,0.00058099,0.00058099,0.00058099
16,64.3066,0.68107,0.52749,0.85012,0.86683,0.992,0.995,0.80086,0.72852,0.38412,0.88092,0.000579958,0.000579958,0.000579958
17,68.0225,0.6687,0.47805,0.83746,0.919,0.96498,0.995,0.77447,0.81153,0.39147,0.89377,0.000578856,0.000578856,0.000578856
18,71.9351,0.65839,0.4485,0.84989,0.97857,0.91506,0.995,0.81139,0.79124,0.39636,0.89662,0.000577684,0.000577684,0.000577684
19,75.7478,0.64615,0.46692,0.81757,0.96447,0.98228,0.995,0.79722,0.7796,0.36528,0.89301,0.000576443,0.000576443,0.000576443
20,79.4316,0.65051,0.41741,0.83695,0.96465,0.97863,0.995,0.80633,0.7819,0.36401,0.89947,0.000575133,0.000575133,0.000575133
21,83.3428,0.63978,0.41789,0.82717,0.96313,0.99199,0.995,0.80644,0.771,0.3784,0.89548,0.000573755,0.000573755,0.000573755
22,87.1448,0.64307,0.40242,0.81835,0.95174,0.98682,0.995,0.79455,0.81124,0.42199,0.89449,0.000572308,0.000572308,0.000572308
23,91.0651,0.67173,0.4434,0.84024,0.96194,0.98987,0.995,0.80424,0.73573,0.36234,0.88374,0.000570793,0.000570793,0.000570793
24,94.7819,0.64264,0.40323,0.8171,0.96811,0.98528,0.995,0.8099,0.80223,0.36922,0.90411,0.00056921,0.00056921,0.00056921
25,98.46,0.64084,0.37881,0.82964,0.89033,1,0.995,0.78367,0.76778,0.36849,0.89125,0.000567561,0.000567561,0.000567561
26,102.236,0.64445,0.39849,0.82799,0.96798,0.97602,0.995,0.80411,0.75605,0.37011,0.88847,0.000565844,0.000565844,0.000565844
27,105.834,0.63545,0.36612,0.81269,0.97226,0.99909,0.995,0.79406,0.7824,0.35426,0.89879,0.000564062,0.000564062,0.000564062
28,109.601,0.63151,0.37592,0.83135,0.93909,0.99571,0.995,0.80497,0.76248,0.35935,0.89061,0.000562213,0.000562213,0.000562213
29,113.283,0.59241,0.36956,0.81684,0.96623,0.99516,0.995,0.81481,0.73311,0.3447,0.88674,0.000560299,0.000560299,0.000560299
30,117.14,0.60058,0.33772,0.82769,0.97668,0.98885,0.995,0.80175,0.73638,0.34814,0.88722,0.00055832,0.00055832,0.00055832
31,123.294,0.61386,0.34779,0.82486,0.9747,0.98766,0.995,0.79991,0.76047,0.34628,0.89073,0.000556276,0.000556276,0.000556276
32,127.176,0.5932,0.32789,0.81247,0.94964,1,0.995,0.78694,0.79094,0.35592,0.89409,0.000554169,0.000554169,0.000554169
33,130.952,0.56531,0.32636,0.79072,0.93494,0.9516,0.995,0.78656,0.77271,0.35616,0.8939,0.000551998,0.000551998,0.000551998
34,134.837,0.57637,0.32174,0.80589,0.97717,0.99995,0.995,0.80214,0.78021,0.34484,0.89624,0.000549764,0.000549764,0.000549764
35,138.546,0.57717,0.31716,0.80857,0.96692,0.98158,0.995,0.79455,0.769,0.33519,0.89649,0.000547468,0.000547468,0.000547468
36,142.426,0.57807,0.32636,0.79483,0.95689,0.99108,0.995,0.79359,0.74431,0.35487,0.88797,0.000545109,0.000545109,0.000545109
37,146.015,0.59237,0.3217,0.81227,0.97497,0.98737,0.995,0.78935,0.78485,0.34762,0.90479,0.00054269,0.00054269,0.00054269
38,149.653,0.58242,0.32676,0.80758,0.97252,0.99244,0.995,0.81701,0.73645,0.32528,0.89354,0.00054021,0.00054021,0.00054021
39,153.623,0.57566,0.31491,0.79391,0.97512,0.97753,0.995,0.80428,0.70728,0.33172,0.89012,0.00053767,0.00053767,0.00053767
40,157.358,0.53885,0.30525,0.77964,0.98167,0.98624,0.995,0.79718,0.74908,0.33169,0.89103,0.000535071,0.000535071,0.000535071
41,161.089,0.58464,0.32184,0.80054,0.9759,0.9781,0.995,0.80365,0.78179,0.34731,0.89724,0.000532412,0.000532412,0.000532412
42,164.985,0.54018,0.31269,0.80254,0.95092,0.99076,0.995,0.7988,0.77865,0.34741,0.90354,0.000529696,0.000529696,0.000529696
43,168.648,0.5268,0.30458,0.78009,0.96531,0.99786,0.995,0.80202,0.76727,0.33346,0.8985,0.000526923,0.000526923,0.000526923
44,172.426,0.55412,0.31105,0.79563,0.97608,0.99184,0.995,0.81549,0.74069,0.33449,0.88897,0.000524092,0.000524092,0.000524092
45,176.139,0.52212,0.30239,0.79288,0.95706,0.96234,0.97565,0.78659,0.79227,0.38286,0.90669,0.000521206,0.000521206,0.000521206
46,179.811,0.56968,0.2982,0.8096,0.97329,0.96414,0.995,0.81028,0.79316,0.34533,0.91094,0.000518264,0.000518264,0.000518264
47,183.603,0.53097,0.28262,0.78782,0.97861,0.98483,0.995,0.80238,0.80499,0.35047,0.91432,0.000515267,0.000515267,0.000515267
48,187.384,0.50835,0.2995,0.78428,0.95859,0.96307,0.995,0.79594,0.76557,0.33574,0.89505,0.000512217,0.000512217,0.000512217
49,191.121,0.51048,0.27997,0.79116,0.94598,0.97166,0.99115,0.77432,0.77499,0.34876,0.90126,0.000509114,0.000509114,0.000509114
50,194.933,0.5045,0.29153,0.78107,0.94658,0.98896,0.995,0.78627,0.82733,0.34701,0.91773,0.000505958,0.000505958,0.000505958
51,198.649,0.52058,0.28814,0.79321,0.94601,0.98494,0.995,0.7686,0.85703,0.35953,0.92522,0.00050275,0.00050275,0.00050275
52,202.604,0.51962,0.29511,0.78219,0.95243,0.94775,0.99418,0.7693,0.85104,0.4137,0.91984,0.000499492,0.000499492,0.000499492
53,206.294,0.51537,0.29836,0.77704,0.97225,0.93481,0.99494,0.75514,0.87656,0.39106,0.92484,0.000496184,0.000496184,0.000496184
54,209.912,0.51597,0.27865,0.78608,0.97855,0.92645,0.99451,0.77014,0.83356,0.37744,0.92367,0.000492827,0.000492827,0.000492827
55,213.657,0.50434,0.27702,0.77188,0.93931,0.95271,0.99468,0.74989,0.82508,0.35963,0.90938,0.000489421,0.000489421,0.000489421
56,217.483,0.50123,0.27297,0.78122,0.95924,0.94268,0.98854,0.75678,0.86131,0.36611,0.93652,0.000485968,0.000485968,0.000485968
57,221.259,0.48648,0.2791,0.78146,0.89352,0.90896,0.96802,0.74215,0.88153,0.45622,0.93591,0.000482469,0.000482469,0.000482469
58,225.242,0.46393,0.26714,0.76683,0.84874,0.96349,0.9752,0.76484,0.82994,0.4187,0.92439,0.000478923,0.000478923,0.000478923
59,229.054,0.47473,0.27404,0.76587,0.98014,0.90131,0.99499,0.77141,0.80222,0.36917,0.91387,0.000475333,0.000475333,0.000475333
60,233.397,0.45271,0.25842,0.74886,0.97437,0.9886,0.995,0.77444,0.81446,0.33921,0.90476,0.000471698,0.000471698,0.000471698
61,237.27,0.45944,0.26365,0.7713,0.98148,0.97418,0.99497,0.78736,0.78289,0.32389,0.90251,0.000468021,0.000468021,0.000468021
62,241.188,0.44937,0.25249,0.77092,0.97968,0.99171,0.99499,0.7854,0.74407,0.32564,0.89906,0.000464301,0.000464301,0.000464301
63,245.106,0.4623,0.26125,0.76003,0.96455,0.96262,0.99499,0.79467,0.81059,0.32878,0.91157,0.00046054,0.00046054,0.00046054
